	title	sentences	label	language	index	checkSent	checkLabs
21887	Non-Commitment and Savings in Dynamic Risk-Sharing Contracts	Nous caractérisons la solution d'un modèle de lissage de la consommation avec financement externe sujet à des contraintes d'engagement et épargne. Nous démontrons que, sous certaines conditions, l'épargne et le financement externe se complètent parfaitement. Si le taux d'escompte est égal au taux d'intérêt, on obtient en temps fini un lissage parfait. Nous démontrons également que le lissage obtenu sur les marchés financiers affecte l'investissement en capital physique. Lorsque le lissage est imparfait, l'investissement est utilisé pour des fins de lissage.	épargne , consommation , partage de risque dynamique	fr	456	Y	PP , PP , Y , 
6291	L'alliance de travail au sein d'une mesure de surveillance de longue durée : la collaboration malgré le contrôle	The scientific literature is full of studies focusing on the alliance within a therapeutic process, mostly because of its positive impact on the outcomes of a treatment. The same findings have been found on an offending population, which had shown a positive impact on recidivism and on compliance to legal conditions. In the context of community supervision, the officer has a dual role of social reintegration and public protection, where he has to adopt a helping role in a position of authority. The arrival of an actuarial justice has reformed the penal system and a managerial perspective oriented on control had seems to rise, focusing more on the neutralization of offender than on their reform, the therapeutic role of the agent being gradually put aside. This internship report has focuses on the working alliance and its implementation during a long-term supervision measure where numerous controls are present. Furthermore, we did an 80 days internship at the SCC Maisonneuve office as a parole officer. We conducted semi-structured interviews with two duos composed of a parole officer and an offender with a long-term follow-up. This analysis has shown that it is possible to establish a working alliance in a coercive context, despite the complexity of the offender’s profile. The elements facilitating the development of this relationship, according to the participants, were put forward. Moreover, we found that the framework of the supervision may create other needs for certain personality types, raising several fears when the measure comes to an end. Finally, given the benefits of the working alliance shown in this study, we have made some recommendations based on these findings.	Alliance , Relation , Working alliance , Offender , Desistance , Community supervision , Rehabilitation , Dual relationship , Mandated relationship , Involountary clients , Long-term offender	en	20989	Y	PP , PP , PP , PP , Y , PP , Y , Y , Y , Y , Y , 
6105	Régulation de l’activité transcriptionnelle des récepteurs des estrogènes (ER) par le récepteur aux chimiokines CXCR7 et par la propyl isomérase Pin1	Estrogen receptors signaling, ERα and ERβ, is largely involved in the development, growth and progression of hormone-dependent cancers, including ovarian and breast cancer. In epithelial ovarian cancer, we identified a positive regulatory loop between the chemokine receptor CXCR7 and ERα. First, the expression of CXCR7 and its ligand I-TAC is upregulated in ovarian cancer cells ER + and this up-regulation is mediated by ERα and E2. Integrative analysis of TCGA gene data for high grade serous epithelial carcinoma reveals a positive correlation between CXCR7 and ERα expression. In addition, the chromatin immunoprecipitation and luciferase assays demonstrate that E2-ERα binds to an ERE located in the CXCR7 promoter and activates its expression. Next, CXCR7 in turn up-regulates ERα by increasing its E2-induced transcription through phosphorylation of pSer-118 of ERα. The phosphorylation of Ser-118 induced by E2 appears to be amplified by CXCR7. In addition, knockdown of CXCR7 alters the expression of epithelial-mesenchymal transition markers such as E-cadherin, N-cadherin, and Snail, suggesting that CXCR7 depletion might negatively regulate estrogen-induced EMT signaling pathways during the migration of ovarian cancer cells. In breast cancer, we have identified a mechanism by which Pin1 isomerase regulates the transcriptional activity of ERβ. We found that phosphorylated ERβ is a substrate for Pin1. In this context, Pin1 interacts with ERβ and this interaction is increased by E2. The effect of this interaction has the consequence of increasing the transcriptional activity of ERβ, and this through the phosphorylation of ERβ serine-87 which is targeted by ERK1/2. In addition, the interaction of Pin1 with ERβ promotes the stability of ERβ while increasing the migration of mammary cancer cells induced by E2-ERβ.	ER , CXCR7 , Activation , Pin1 , Estrogen receptors , Estrogen , Target gene , Breast cancer , Ovarian cancer	en	21184	Y	PP , PP , Y , PP , PP , PP , Y , PP , PP , 
10830	Les substrats neuronaux sous-tendant le binding automatique et contrôlé en mémoire de travail dans la schizophrénie : une étude en IRMf	Working memory deficits are a core feature of schizophrenia and are associated with patient’s social functioning issues. Among the different processes underpinned by the working memory, we are interested by the binding process. The binding is a process that allows to associate several features in a coherent whole (eg associate the name of a person with his address). Patients with schizophrenia don’t have deficits when they have to associate several features unintentionally. This binding is automatic. However, features can also be bound intentionally under the control of attention; this process called controlled binding hasn't been studied yet in schizophrenia. Our goal is to determine if there is a specific deficit of controlled binding in schizophrenia and specify the neural substrates that underlie this process. Nineteen patients with schizophrenia and 18 matched healthy controls performed a working memory binding task in an fMRI scanner. Participants had to memorize words and locations associated according two conditions. In the controlled binding condition, words and locations were dissociated and the participants had to associate items together. In the automatic binding condition, words were already associated with locations. Our results suggest that patients with schizophrenia would not have a deficit in automatic binding whereas they would have a deficit in controlled binding relative to control subjects. Controlled binding deficit would be underpinned by lower levels of activation of the dorsolatéral prefrontal cortex. Controlled processes would be altered whereas automatic process would be preserved in schizophrenia.	IRMf , Schizophrenia , fMRI , Working memory , Automatic binding , Controlled binding	en	13658	Y	Y , PP , PP , PP , PP , PP , 
19098	Dramatizing whoredom : prostitution in the work of Tennessee Williams	This dissertation explores the leitmotif of prostitution in the work of Tennessee Williams and provocatively contends that most Williams characters are engaged in one form of prostitution or another. Performing a close reading of relevant texts by Williams that illustrate any form of prostitution, with special attention given to four major plays, A Streetcar Named Desire (1947), Cat on a Hot Tin Roof (1955), Suddenly Last Summer (1958), and Sweet Bird of Youth (1959), this study argues that the playwright uses a transgressive mode of fiction—the gothic—in conjunction with a transgressive practice—prostitution—to link the social classes and to blur the boundaries between the literal and the figurative prostitutes. In so doing, Williams offers a more calibrated, nuanced view of prostitution.    Theoretically, this dissertation reposes on critical works on gender, sexuality, and history by Michel Foucault, David Savran, and Michael Paller to fully contextualize Williams’s work and to discuss the attitude towards, and place of, prostitution within the cultural zeitgeist of the 1940s and 1950s. Part A (chapters one and two) provides ample autobiographical and biographical evidence to explain that Williams’s use of prostitution as a recurring theme results from his lifelong preoccupation with, and indulgence in, an amalgam of prostitutions: artistic (prostituting his art for money) and sexual (paying for sex). It also presents a detailed inventory of the playwright’s literal prostitutes, whom I classify into the following three categories: 1) child prostitution, 2) male prostitution, and 3) female prostitution. Part B, comprising chapters three and four, engages with theory and history and identifies Williams characters who qualify as moral prostitutes. This group includes those who directly profit from prostituting others and those who marry exclusively for financial gain, social advancement, or both.    Williams’s work eschews the stereotypical representation of prostitutes in literature as lower-class streetwalkers or morally bankrupt females or both. The playwright neither presents the prostitute as a romantic figure of transcendence nor as a rebellious one who threatens society. This dissertation concludes that by depicting child prostitutes, female streetwalkers, male hustlers, gay-for-pay studs, pimps, procurers, brothel operators, the morally compromised powers that be, and those who prostitute themselves by entering into loveless marriages, Williams has effectively and incontrovertibly dramatized whoredom in all of its forms.	Prostitution , American drama , Prostitution , Theatre , Prostitute , Sexuality , Marriage , Adultery , Twentieth century , Plays , Short stories	en	4615	Y	PP , Y , PP , Y , PP , PP , PP , Y , Y , PP , Y , 
13064	Le journaliste dans le processus de recherche d'information sur le Web	This submission seeks to understand and identify the link between the strategies used to search information by the journalist on the web and the demands of his profession. It aims to understand the precautions taken by the journalist in his search for information on the web to respect the constraints imposed by the rules of his profession to insure the quality of information sources. We examined this issue through an investigation of the experience of Journalists at Radio-Canada’s. So we met some of the journalists of this media. These were observed in situations of information retrieval and questioned about their experience on search for information sources..  Internet and the technological revolution have deeply upset the journalistic practices. The search for information is an important area of this change in practices. This transformation leads mainly to questions on how the new way to search information sources affect the journalist's work, especially the factors that way the journalist resists to traps consubstantial to the new working methods he has to develop.	Information , Web , Internet , Source , Radio-Canada , Information-Communication , Public , Journalist , Research	en	11606	Y	PP , PP , PP , PP , PP , Y , Y , PP , Y , 
20376	Pédérastie, pédophilie : filiation, rupture, déviance	This research proposes a reflection on the stakes of pedophilia in contemporary western society. In the first chapter, we will raise the question of authority: in order to understand the relation with authority and the importance of a hierarchic system in the contemporary western society, we will compare it with the Greek society which accepted and valued intergenerational relationships. It is especially through a reading of various texts from Michel Foucault and Kenneth James Dover that this study will be conducted. This first part is necessary to understand how the bases of contemporary western society were established, the importance of genders’ categorization and the reason behind the rejection of pedophilia today.  In the second chapter, we will more specifically analyze two novels, Thomas Mann’s La Mort à Venise and Tony Duvert’s Quand mourut Jonathan. It is mainly through a study of social figures and education that we will be able to understand the place given to pedophilia.   This study will close in a reflection about photography and cinema in order to emphasize the impact of these arts’ realism. We will therefore approach non-pornographic works of art that present existing but never recognized sexualities. These different aspects will enable us to fully understand the embarrassment provoked by pedophilia today, but also to recognize the place it is given, or not, within contemporary society.	pedophilia , society , sexuality , desire , forbidden	en	3605	Y	PP , PP , Y , Y , Y , 
21811	Tests multiples simulés et tests de normalité basés sur plusieurs moments dans les modèles de régression	Cet article illustre l’applicabilité des méthodes de rééchantillonnage dans le cadre des tests multiples (simultanés), pour divers problèmes économétriques. Les hypothèses simultanées sont une conséquence habituelle de la théorie économique, de sorte que le contrôle de la probabilité de rejet de combinaisons de tests est un problème que l’on rencontre fréquemment dans divers contextes économétriques et statistiques. À ce sujet, on sait que le fait d’ignorer le caractère conjoint des hypothèses multiples peut faire en sorte que le niveau de la procédure globale dépasse considérablement le niveau désiré. Alors que la plupart des méthodes d’inférence multiple sont conservatrices en présence de statistiques non-indépendantes, les tests que nous proposons visent à contrôler exactement le niveau de signification. Pour ce faire, nous considérons des critères de test combinés proposés initialement pour des statistiques indépendantes. En appliquant la méthode des tests de Monte Carlo, nous montrons comment ces méthodes de combinaison de tests peuvent s’appliquer à de tels cas, sans recours à des approximations asymptotiques. Après avoir passé en revue les résultats antérieurs sur ce sujet, nous montrons comment une telle méthodologie peut être utilisée pour construire des tests de normalité basés sur plusieurs moments pour les erreurs de modèles de régression linéaires. Pour ce problème, nous proposons une généralisation valide à distance finie du test asymptotique proposé par Kiefer et Salmon (1983) ainsi que des tests combinés suivant les méthodes de Tippett et de Pearson-Fisher. Nous observons empiriquement que les procédures de test corrigées par la méthode des tests de Monte Carlo ne souffrent pas du problème de biais (ou sous-rejet) souvent rapporté dans cette littérature – notamment contre les lois platikurtiques – et permettent des gains sensibles de puissance par rapport aux méthodes combinées usuelles.	régression linéaire , test de normalité , ajustement , asymétrie , aplatissement , moments d’ordre supérieur , Monte Carlo , test induit , combinaison de tests , inférence simultanée , Tippett , Fisher , Pearson , SURE , test d’hétéroscédasticité	fr	536	Y	PP , Y , Y , Y , Y , Y , PP , Y , PP , Y , PP , PP , PP , Y , Y , 
1745	Serial killer / serial TV : l’adaptation du « slasher » dans Scream : the TV series (2015-)	Inspiré par la résurgence en popularité de l’horreur télévisuelle, ce mémoire propose une analyse du processus d’adaptation du « slasher » dans la série Scream : the TV Series (2015-, É.U, MTV et Netflix) de Jill Blotevogel. Naviguant entre le récit cinématographique condensé et la forme longue et épisodique de la télévision, l’apparition du « slasher » au petit écran se positionne dans une reconsidération de l’écriture télévisuelle. Déjà structuré selon des meurtres…en série, le « slasher » est-il le phénomène sériel parfait ? La problématique de cette recherche questionne la définition du phénomène sériel qu’est le « slasher » et de quelle façon celui-ci est importé sur le format télévisuel. Au travers de l’analyse de la dimension sérielle de la trilogie originale de Scream (Craven, 1996, 1997, 2000), nous verrons comment les diverses conventions du « slasher » cinématographique se retrouvent transformées par les spécificités de la télévision.	sérialité , horreur , télévision , slasher , Scream	fr	25088	Y	Y , PP , PP , PP , PP , 
8074	Les plafonds de bois peints à Rome au XVIe siècle: le cas du palazzo del Vaso (Colonna) à Santi Apostoli	En 1482, lorsque la construction du palazzo del Vaso s’achève sous le cardinal Giuliano della Rovere (1443-1513), l’édification d’imposants palais au cœur de la ville de Rome consiste en une pratique que se réservent, presque exclusivement, les Princes de l’Église. Manifestation ostensible du pouvoir, les riches et puissantes familles de la capitale ne tardent pas, dès le tournant du XVIe siècle, à s’approprier à leur tour cette prérogative dans le but de légitimer leur statut social. Certes, l’architecture extérieure du palais demeure, pour ces familles, un moyen efficace d’y parvenir, mais à plus forte raison, le décor intérieur – mobilier, frises, plafonds de bois peints, etc. – devient un dispositif didactique de prédilection qui permet au commanditaire d’articuler ses visions politiques à l’intérieur de programmes iconographiques savamment élaborés. Suivant cette perspective, ce mémoire souhaite interroger une composante du décor rarement examinée par la discipline de l’histoire de l’art : le plafond de bois peint. À cet effet, celui commandité par Marcantonio II Colonna (1535-1584) pour le salone du palazzo del Vaso (Colonna) de Rome fait ici office de cas d’étude. En tant que l’une des plus anciennes familles baronniales romaines, alliée des impériaux espagnols, la famille Colonna est ponctuellement impliquée, au cours de son histoire, dans des conflits qui l’opposent à la papauté, notamment à partir de 1557, année où Marcantonio II Colonna devient le chef de la famille. Ainsi, il s’agira d’abord de recenser les variantes structurelles et les modalités d’ornementation des plafonds de bois de la Renaissance pour identifier celui du salone. Puis, nous procéderons à une première interprétation iconographique de son programme peint afin de montrer de quelle manière cette composante décorative véhicule un message politique, directement lié aux enjeux du clan Colonna.	Décor intérieur , Plafonds de bois peints , Palazzo del Vaso (Colonna) , Marcantonio II Colonna (1535-1584) , Palazzo del Vaso (Colonna) , Marcantonio II Colonna (1535-1584)	fr	19368	Y	PP , PP , PP , PP , PP , PP , 
16692	Le Canada et la politique étrangère de la France, 1945-1962 : stratégies d'une puissance moyenne	"This study questions Canadian international influence during the ""Golden Age"" by providing a case study of Canada's foreign policy in its relations with France. Multilateral institutions were the cornerstone of Canadian foreign policy; they were providing the politico-economic counterweights allowing Canadians to distance themselves from the United States. These institutions were often perceived as a constraint by the French, who consequently tried to weaken or reform them. Meanwhile, they were trying to preserve their colonial empire and were demanding unanimous occidental support. France became the most disturbing of Canada's allies, almost systematically attacking its foreign policy project, which consisted in trying to balance a firm commitment to NATO and an overtly anti-imperialist policy designed to seduce non aligned countries of the Commonwealth. This dissertation studies the strategies of a ""middle power"" trying to defuse the crisis between its allies and to reconcile the contradictory dimensions of its own external policy."	Canada , France , ONU , Commonwealth , Multilateralism , Middle power , NATO , Decolonization , UN , Atlanticism	en	8595	Y	PP , PP , Y , PP , Y , PP , PP , Y , PP , Y , 
6429	L'individu dans les rouages de l'objectivation : déficience intellectuelle, justice pénale et travail en réseau	L’apparente prolifération d’individus dits « à profil complexe » dans des lieux de régulation tels la prison, l’hôpital psychiatrique ou la rue n’est pas sans lien avec les changements de pratiques discursives décrivant le rapport des individus aux institutions et, par extension, leur rapport à la société. Puisqu’on l’appréhende désormais sous l’angle de sa singularité, l’individu qui pose socialement problème apparait multiproblématique, complexe, lourd à gérer et difficile à satisfaire. Devant un individu qui cumule plusieurs statuts problématiques (ex. : délinquant, déficient, malade, dangereux, vulnérable), mais qui est considéré avant tout comme un citoyen, la mécanique institutionnelle, qui unifiait l’individu, sa problématique et la réponse institutionnelle qui lui était dédiée, s’enraye. Les logiques de régulation déployées autour de l’individu dit problématique se multiplient et la question de la légitimité de l’intervention se pose. Devant un individu, singulièrement problématique, qui fait quoi et surtout, au nom de quoi? À partir du cas de figure de personnes composant avec une déficience intellectuelle qui entrent en contact avec la justice pénale, cette thèse porte sur la gestion contemporaine d’individus dits problématiques et sur le processus d’objectivation de la réalité qui émane de la mise en réseau d’expertises (disciplinaires, professionnelles, expérientielles) variées.	Justice pénale , Déficience intellectuelle , Travail en réseau	fr	20815	Y	PP , PP , Y , 
11414	Étude de la cinétique des pesticides pyréthrinoïdes en conditions contrôlées et en milieu de travail dans un objectif de biosurveillance	Les pyréthrinoïdes sont des insecticides largement utilisés. La population générale y est exposée par l’alimentation tandis que les travailleurs agricoles y sont exposés lors de tâches diverses en champs. Leurs effets neurotoxiques, immunitaires et endocriniens potentiels en font des composés à surveiller pour assurer la santé de la population. La mesure de biomarqueurs d’exposition, qui consiste à quantifier la concentration dans l’organisme d’une substance ou de ses métabolites, permet d’estimer les doses absorbées. Les biomarqueurs peuvent également être des molécules répondant à un stress physiologique, identifiées comme des biomarqueurs d’effets. Pour raffiner les stratégies de biosurveillance de l’exposition, on se doit de bien connaître la toxicocinétique d’un xénobiotique; actuellement, les études de biosurveillance considèrent rarement la variabilité temporelle, intra-invidivuelle et inter-individuelle, qui pourrait influencer l’estimation de l’exposition. L’objectif de la thèse est donc d’appliquer une approche cinétique pour l’évaluation de l’exposition aux pyréthrinoïdes en conditions contrôlées et en milieu de travail. Dans un volet exploratoire, l’effet de cette exposition sur des changements métaboliques précoces a également évalué.  Trois métabolites finaux (cis-DCCA, trans-DCCA et 3-PBA) de deux pyréthrinoïdes les plus utilisés, soient la perméthrine et la cyperméthrine, ont été mesurés dans le plasma et l’urine de six volontaires oralement exposés à une dose équivalente à la dose de référence. Une demi-vie moyenne (t½) d’élimination apparente du trans-DCCA, cis-DCCA et 3-PBA dans le plasma de 5,1, 6,9 et 9,2 h, respectivement, a été obtenue après exposition orale à la cyperméthrine, comparativement à 7,1, 6,2 et 6,5 h après exposition à la perméthrine. Dans l’urine, la demi-vie d'élimination apparente (t½) était de 6,3, 6,4 et 6,4 h pour le trans-DCCA, cis-DCCA et 3-PBA, respectivement, après administration de la cyperméthrine comparé à 5,4, 4,5 et 5,7 h après administration de la perméthrine. Les profils temporels étaient semblables suite à l’exposition à la cyperméthrine et perméthrine.  Ensuite, une étude en milieu agricole a été réalisée avec la participation de travailleurs pour évaluer leur exposition et raffiner les stratégies de biosurveillance. La variabilité intra-individuelle dans les niveaux de biomarqueurs d’exposition chez plusieurs travailleurs était plus importante que la variabilité inter-individuelle.  Les échantillons urinaires ont également été utilisés pour identifier des modifications du métabolome pouvant fournir de nouveaux biomarqueurs d’effets précoces. Chez les travailleurs, une augmentation de l'hippurate urinaire (p <0,0001) a été observée après exposition aux pyréthrinoïdes, un biomarqueur de la conjugaison de l’acide benzoïque.  En conclusion, cette étude a permis de mieux documenter la cinétique de biomarqueurs d’exposition aux pyréthrinoïdes dans des conditions contrôlées et réelles  afin de raffiner les stratégies de biosurveillance. Elle a aussi contribué à renseigner sur les niveaux d’exposition agricole québécois et sur les paramètres professionnels associés à une plus forte exposition. Ce projet s’insère dans une démarche d’analyse de risque en santé au travail.	Pyréthrinoïde , Biomarqueur , Perméthrine , Cyperméthrine , Biosurveillance , DCCA , 3-PBA , Toxicocinétique , Analyse du risque , Santé au travail	fr	13041	Y	PP , PP , PP , PP , PP , PP , PP , PP , Y , PP , 
